<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.08.19	35.6219	35.8089	35.5809	35.7589	7093	0	2
2022.08.22	35.6729	36.1739	35.6729	36.0589	7849	0	2
2022.08.23	36.0929	36.3339	35.9469	36.0119	11584	0	2
2022.08.24	36.0149	36.2659	35.8999	36.0449	11134	0	2
2022.08.25	36.0639	36.1149	35.7739	35.7879	10556	0	2
2022.08.26	35.8139	36.2229	35.7689	36.2099	12200	0	2
2022.08.29	36.1829	36.4809	36.1779	36.2659	10453	0	2
2022.08.30	36.3059	36.5049	36.2279	36.4699	8829	0	2
2022.08.31	36.4659	36.5919	36.3359	36.5599	10062	0	2
2022.09.01	36.5649	36.8319	36.5409	36.7539	7640	0	2
2022.09.02	36.6969	36.8509	36.5699	36.6499	8702	0	2
2022.09.05	36.5779	36.8209	36.5159	36.5359	6808	0	2
2022.09.06	36.5629	36.7129	36.3359	36.6399	9110	0	2
2022.09.07	36.6369	36.8209	36.3879	36.4209	11252	0	2
2022.09.08	36.4409	36.5439	36.3369	36.4479	10959	0	2
2022.09.09	36.4609	36.4789	36.2559	36.3219	11241	0	2
2022.09.12	36.2909	36.4969	36.2559	36.2629	9832	0	2
2022.09.13	36.2619	36.6609	36.1869	36.6269	12791	0	2
2022.09.14	36.6309	36.7389	36.4869	36.5849	10769	0	2
2022.09.15	36.5949	36.9679	36.5829	36.9369	10346	0	2
2022.09.16	36.9519	37.1039	36.8049	36.8339	9918	0	2
2022.09.19	36.8419	37.0429	36.7009	36.8789	8358	0	2
2022.09.20	36.9029	37.0669	36.8419	36.9539	7799	0	2
2022.09.21	36.9869	37.2149	36.9439	37.1389	12313	0	2
2022.09.22	37.1669	37.4489	37.1259	37.3489	15436	0	2
2022.09.23	37.3619	37.5989	37.1999	37.5489	12309	0	2
2022.09.26	37.4659	37.9729	37.4659	37.9489	18252	0	2
2022.09.27	37.9599	37.9909	37.8259	37.9619	16077	0	2
2022.09.28	37.9709	38.4559	37.6929	37.7069	23175	0	2
2022.09.29	37.7049	38.2819	37.7049	37.8559	23050	0	2
2022.09.30	37.8719	38.0319	37.6539	37.8449	16085	0	2
2022.10.03	37.8129	38.1569	37.7619	37.7779	16561	0	2
2022.10.04	37.7719	37.9509	37.3769	37.4029	16876	0	2
2022.10.05	37.4099	37.5999	37.1679	37.4469	15998	0	2
2022.10.06	37.3989	37.4719	37.1229	37.3629	16443	0	2
2022.10.07	37.3079	37.6419	37.3079	37.6019	16719	0	2
2022.10.10	37.4949	38.0109	37.4669	37.9409	15828	0	2
2022.10.11	37.9509	38.2129	37.9289	38.1279	18966	0	2
2022.10.12	38.0459	38.2799	37.8869	37.8869	16569	0	2
2022.10.13	37.8929	38.2849	37.7599	38.0639	16010	0	2
2022.10.14	37.8569	38.3349	37.8379	38.3329	11200	0	2
2022.10.17	38.2689	38.2949	37.9779	38.0859	14218	0	2
2022.10.18	38.0839	38.1719	37.9219	38.0319	12915	0	2
2022.10.19	38.0839	38.3549	37.9549	38.2989	10870	0	2
2022.10.20	38.3149	38.4619	37.9869	38.1739	17517	0	2
2022.10.21	38.0749	38.4129	37.9609	38.0329	24445	0	2
2022.10.24	37.9869	38.2399	37.9569	38.1799	18415	0	2
2022.10.25	38.1749	38.3429	37.9369	38.0109	15637	0	2
2022.10.26	37.9939	38.1049	37.6609	37.7739	14435	0	2
2022.10.27	37.7209	37.8759	37.6269	37.8079	22182	0	2
2022.10.28	37.7689	38.0149	37.5969	37.9119	12459	0	2
2022.10.31	37.8659	38.1449	37.8229	38.0269	10495	0	2
2022.11.01	38.0349	38.0669	37.6299	37.7369	16909	0	2
2022.11.02	37.7029	37.8439	37.5279	37.7679	12448	0	2
2022.11.03	37.7659	38.0439	37.7409	37.8919	13652	0	2
2022.11.04	37.9529	38.0209	37.2319	37.2889	19361	0	2
2022.11.07	37.3869	37.5169	37.2669	37.3929	12422	0	2
2022.11.08	37.3519	37.3959	36.9199	36.9459	11497	0	2
2022.11.09	36.9539	36.9859	36.6659	36.8799	15832	0	2
2022.11.10	36.8929	36.9779	36.1409	36.1409	17066	0	2
2022.11.11	36.1529	36.1929	35.6829	35.9719	19702	0	2
2022.11.14	35.8919	36.0319	35.6649	35.6859	13676	0	2
2022.11.15	35.6779	35.7579	35.3739	35.5119	19512	0	2
2022.11.16	35.5589	35.8289	35.4529	35.7089	17946	0	2
2022.11.17	35.6939	36.0249	35.6939	35.8239	18187	0	2
2022.11.18	35.8269	35.9079	35.6829	35.8089	12300	0	2
2022.11.21	35.7119	36.3119	35.7119	36.2919	10476	0	2
2022.11.22	36.2879	36.2939	36.0479	36.0889	9991	0	2
2022.11.23	36.0969	36.2819	35.9719	35.9989	11882	0	2
2022.11.24	35.9859	36.0579	35.6959	35.7639	8488	0	2
2022.11.25	35.7559	35.8429	35.5649	35.7119	7531	0	2
2022.11.28	35.7659	36.0759	35.5029	35.7199	16242	0	2
2022.11.29	35.7159	35.8309	35.3439	35.4659	16065	0	2
2022.11.30	35.4759	35.5279	35.0899	35.0899	17845	0	2
2022.12.01	35.0859	35.1079	34.7579	34.7899	20535	0	2
2022.12.02	34.7819	35.0199	34.6809	34.6819	16970	0	2
2022.12.05	34.6879	35.0519	34.5689	35.0339	15018	0	2
2022.12.06	34.9679	35.1459	34.8959	35.1129	15302	0	2
2022.12.07	35.1269	35.1599	34.8919	34.9229	15360	0	2
2022.12.08	34.9109	34.9109	34.6499	34.6699	11631	0	2
2022.12.09	34.6839	34.8209	34.6679	34.7089	15308	0	2
2022.12.12	34.6709	34.8929	34.6709	34.8379	9478	0	2
2022.12.13	34.8429	34.8809	34.5409	34.5569	14395	0	2
2022.12.14	34.5569	34.6599	34.4689	34.4989	12954	0	2
2022.12.15	34.5029	35.1039	34.5029	35.0449	11892	0	2
2022.12.16	35.0189	35.1509	34.8069	34.8209	12247	0	2
2022.12.19	34.8069	34.9079	34.7289	34.8269	8963	0	2
2022.12.20	34.8369	35.0349	34.6359	34.6479	12154	0	2
2022.12.21	34.6649	34.8709	34.6139	34.6529	10622	0	2
2022.12.22	34.6529	34.9049	34.5969	34.8679	10389	0	2
2022.12.23	34.8719	34.9299	34.6639	34.7689	9735	0	2
2022.12.27	34.6559	34.6979	34.5669	34.6079	7010	0	2
2022.12.28	34.5959	34.8149	34.5879	34.7799	7798	0	2
2022.12.29	34.7289	34.7649	34.5789	34.6079	7832	0	2
2022.12.30	34.5839	34.6619	34.4919	34.5899	10626	0	2
2023.01.02	34.5359	34.5959	34.4859	34.4919	709	0	52
2023.01.03	34.4939	34.5039	34.2819	34.3649	14380	0	2
2023.01.04	34.3689	34.4209	33.8479	33.9029	13109	0	2
2023.01.05	33.9039	34.1639	33.7749	34.0359	12859	0	2
2023.01.06	34.0319	34.0879	33.6479	33.6869	13628	0	2
2023.01.09	33.6419	33.6949	33.3709	33.3969	12883	0	2
2023.01.10	33.3859	33.6039	33.3129	33.4309	12907	0	2
2023.01.11	33.4419	33.6119	33.2629	33.4189	11619	0	2
2023.01.12	33.4209	33.4679	33.0789	33.1219	13767	0	2
2023.01.13	33.1259	33.1939	32.8419	32.8429	12393	0	2
2023.01.16	32.8559	33.1069	32.7029	33.0589	10107	0	2
2023.01.17	32.9959	33.1949	32.9529	32.9689	13567	0	2
2023.01.18	32.9869	33.1829	32.7669	33.0039	18111	0	2
2023.01.19	33.0069	33.1679	32.8439	32.8799	13461	0	2
2023.01.20	32.8819	32.9299	32.6869	32.6919	10630	0	2
2023.01.23	32.7119	32.8559	32.5649	32.7159	9983	0	2
2023.01.24	32.7039	32.9019	32.6899	32.7409	11390	0	2
2023.01.25	32.7519	32.8859	32.7069	32.7259	9001	0	2
2023.01.26	32.7249	32.8629	32.6029	32.7959	11764	0	2
2023.01.27	32.7969	32.9469	32.7589	32.7849	9972	0	2
2023.01.30	32.7639	32.8059	32.6669	32.7689	12040	0	2
2023.01.31	32.7649	33.0789	32.7279	32.8039	10564	0	2
2023.02.01	32.8299	32.9759	32.7499	32.7919	10326	0	2
2023.02.02	32.8089	33.0339	32.6469	33.0239	11504	0	2
2023.02.03	33.0089	33.5119	32.9199	33.4109	12139	0	2
2023.02.06	33.4109	33.8089	33.3879	33.7759	13106	0	2
2023.02.07	33.7069	33.7839	33.4459	33.5389	12338	0	2
2023.02.08	33.5289	33.6289	33.4059	33.4709	10436	0	2
2023.02.09	33.4709	33.6119	33.3619	33.5849	10167	0	2
2023.02.10	33.5819	33.8049	33.5159	33.7359	14962	0	2
2023.02.13	33.6679	33.9199	33.6679	33.7909	12912	0	2
2023.02.14	33.7859	33.9489	33.6879	33.8949	21789	0	2
2023.02.15	33.9039	34.4629	33.8339	34.2789	17225	0	2
2023.02.16	34.2789	34.5009	34.0999	34.3129	16278	0	2
2023.02.17	34.2899	34.6329	34.2899	34.4539	15449	0	2
2023.02.20	34.3869	34.4889	34.3009	34.3879	8448	0	2
2023.02.21	34.3839	34.6889	34.3649	34.6019	10761	0	2
2023.02.22	34.5899	34.7089	34.5309	34.5979	12831	0	2
2023.02.23	34.5839	34.7559	34.4919	34.7149	11640	0	2
2023.02.24	34.7129	35.0009	34.6289	34.9689	13065	0	2
2023.02.27	34.9389	35.1619	34.9059	34.9669	11907	0	2
2023.02.28	34.9769	35.3899	34.9569	35.1929	12426	0	2
2023.03.01	35.1919	35.3609	34.6349	34.6949	16309	0	2
2023.03.02	34.6909	34.9609	34.6669	34.8049	15904	0	2
2023.03.03	34.7739	34.8399	34.4629	34.4919	13385	0	2
2023.03.06	34.4819	34.6469	34.3809	34.5009	13729	0	2
2023.03.07	34.4639	35.1009	34.4249	35.0929	15942	0	2
2023.03.08	35.0809	35.1909	34.9769	35.0609	14369	0	2
2023.03.09	35.0119	35.1489	34.9189	34.9959	12664	0	2
2023.03.10	34.9579	35.1459	34.6299	34.7199	20782	0	2
2023.03.13	34.6209	34.7669	34.4229	34.4839	26950	0	2
2023.03.14	34.4599	34.6389	34.4189	34.5569	18359	0	2
2023.03.15	34.5739	34.7539	34.4539	34.6119	17713	0	2
2023.03.16	34.6139	34.6139	34.3429	34.3929	15138	0	2
2023.03.17	34.3719	34.4219	34.0139	34.0139	11125	0	2
2023.03.20	33.9889	34.1719	33.9729	34.0899	9612	0	2
2023.03.21	34.0759	34.4939	34.0069	34.4529	9111	0	2
2023.03.22	34.4459	34.5589	34.1069	34.2049	9408	0	2
2023.03.23	34.2029	34.2319	33.9029	34.0359	11898	0	2
2023.03.24	33.9539	34.2909	33.9429	34.2089	10342	0	2
2023.03.27	34.1699	34.4799	34.1469	34.4059	8949	0	2
2023.03.28	34.4099	34.4219	34.2069	34.2509	7794	0	2
2023.03.29	34.2439	34.3509	34.1219	34.1889	7819	0	2
2023.03.30	34.1959	34.3379	34.0889	34.1049	8676	0	2
2023.03.31	34.1109	34.2219	34.0159	34.1109	9436	0	2
2023.04.03	34.0709	34.4699	34.0709	34.2089	14740	0	2
2023.04.04	34.2039	34.3109	34.0269	34.0269	9342	0	2
2023.04.05	34.0189	34.0439	33.7789	33.9529	9247	0	2
2023.04.06	33.9219	34.1839	33.9099	34.0969	6320	0	2
2023.04.07	34.0799	34.1959	34.0229	34.1839	2996	0	2
2023.04.10	34.1229	34.4089	34.1229	34.3709	6123	0	2
2023.04.11	34.3819	34.3979	34.2019	34.2539	6754	0	2
2023.04.12	34.2499	34.2969	34.1069	34.1259	9343	0	2
2023.04.13	34.1369	34.1739	33.9699	33.9929	7288	0	2
2023.04.14	33.9649	34.3889	33.9629	34.2679	7943	0	2
2023.04.17	34.2029	34.5089	34.1969	34.4869	8542	0	2
2023.04.18	34.4909	34.5019	34.2279	34.2789	10041	0	2
2023.04.19	34.2749	34.5089	34.2089	34.4299	10140	0	2
2023.04.20	34.4269	34.4849	34.2639	34.3049	9348	0	2
2023.04.21	34.3019	34.4639	34.2849	34.3659	9575	0	2
2023.04.24	34.3289	34.5179	34.3289	34.3319	7782	0	2
2023.04.25	34.3489	34.4619	34.2369	34.3639	9201	0	2
2023.04.26	34.3799	34.3809	34.0739	34.1349	11336	0	2
2023.04.27	34.1369	34.2189	34.0569	34.0949	12568	0	2
2023.04.28	34.1129	34.2049	34.0579	34.1489	19094	0	2
2023.05.01	34.0909	34.2519	34.0899	34.2219	6793	0	2
2023.05.02	34.1949	34.2439	34.0539	34.0589	9902	0	2
2023.05.03	34.0759	34.0939	33.8669	33.9079	9954	0	2
2023.05.04	33.8949	33.9169	33.7639	33.7669	11207	0	2
2023.05.05	33.7549	33.9339	33.6569	33.8539	8537	0	2
2023.05.08	33.8309	34.0199	33.7789	33.8779	8340	0	2
2023.05.09	33.8259	33.8859	33.6469	33.7029	9434	0	2
2023.05.10	33.6929	33.7409	33.4989	33.6619	10084	0	2
2023.05.11	33.6309	33.8689	33.5599	33.8549	10222	0	2
2023.05.12	33.8429	34.0079	33.7819	33.9699	7854	0	2
2023.05.15	33.9019	33.9359	33.6909	33.7659	7381	0	2
2023.05.16	33.7749	34.1389	33.7129	34.0929	8895	0	2
2023.05.17	34.0059	34.3469	33.9919	34.2349	9590	0	2
2023.05.18	34.2319	34.4739	34.1119	34.4059	9459	0	2
2023.05.19	34.4169	34.5199	34.3069	34.3299	11798	0	2
2023.05.22	34.3069	34.5239	34.2469	34.4269	10317	0	2
2023.05.23	34.4439	34.7439	34.4209	34.5759	11283	0	2
2023.05.24	34.5959	34.6819	34.4139	34.6499	13729	0	2
2023.05.25	34.6349	34.7579	34.5659	34.6879	10672	0	2
2023.05.26	34.6859	34.7939	34.5839	34.7429	12121	0	2
2023.05.29	34.7339	34.8919	34.6629	34.6789	7015	0	2
2023.05.30	34.6879	34.8929	34.5919	34.6629	12956	0	2
2023.05.31	34.6729	34.8179	34.6189	34.6979	12968	0	2
2023.06.01	34.7039	34.8929	34.5669	34.5729	12835	0	2
2023.06.02	34.5729	34.8079	34.4899	34.7919	15717	0	2
2023.06.05	34.7439	34.9059	34.7399	34.7459	8290	0	2
2023.06.06	34.7489	34.8559	34.7139	34.7519	9284	0	2
2023.06.07	34.7739	34.8599	34.6789	34.8409	8909	0	2
2023.06.08	34.8119	34.9179	34.6119	34.6129	9935	0	2
2023.06.09	34.6159	34.6679	34.5439	34.5769	9038	0	2
2023.06.12	34.5279	34.7429	34.5279	34.6499	9250	0	2
2023.06.13	34.6269	34.7139	34.4519	34.6519	11664	0	2
2023.06.14	34.6719	34.7759	34.5869	34.6879	9590	0	2
2023.06.15	34.6559	34.8729	34.5659	34.5669	13029	0	2
2023.06.16	34.5889	34.7189	34.5719	34.6559	11635	0	2
2023.06.19	34.6429	34.8049	34.6419	34.7409	7253	0	2
2023.06.20	34.7539	34.8699	34.6699	34.8289	10364	0	2
2023.06.21	34.8449	34.9180	34.7439	34.7749	10742	0	2
2023.06.22	34.7750	35.1530	34.6859	35.1179	10385	0	4
2023.06.23	35.1179	35.2830	35.0235	35.2430	11808	0	4
2023.06.26	35.1660	35.2750	35.1345	35.2109	11213	0	14
2023.06.27	35.2059	35.2990	35.1025	35.2289	10959	0	20
2023.06.28	35.2269	35.6490	35.1969	35.5659	11188	0	20
2023.06.29	35.5549	35.7390	35.4505	35.6269	11785	0	20
2023.06.30	35.6319	35.7110	35.2470	35.2930	11473	0	20
2023.07.03	35.2325	35.3130	34.9439	35.0039	12013	0	0
2023.07.04	35.0059	35.1080	34.7635	34.8879	8461	0	10
2023.07.05	34.8829	35.0140	34.6715	35.0009	10022	0	20
2023.07.06	34.9999	35.2500	34.8975	35.1679	12114	0	0
2023.07.07	35.1689	35.2950	35.0600	35.0980	12149	0	10
2023.07.10	35.1375	35.2250	34.9645	35.0759	10303	0	50
2023.07.11	35.0829	35.1080	34.7299	34.7399	10928	0	40
2023.07.12	34.7419	35.0710	34.5975	34.6439	12650	0	50
2023.07.13	34.6409	34.6960	34.4919	34.5109	13795	0	50
2023.07.14	34.5049	34.7230	34.4595	34.6570	12736	0	50
2023.07.17	34.5875	34.7190	34.5485	34.5909	11147	0	50
2023.07.18	34.5899	34.6140	33.9570	34.0739	22392	0	40
2023.07.19	34.0659	34.1800	33.8990	34.0469	12209	0	40
2023.07.20	34.0079	34.2470	33.7490	34.1879	13464	0	30
2023.07.21	34.1879	34.4790	34.0275	34.4080	13977	0	50
2023.07.24	34.3630	34.5620	34.2935	34.5139	13237	0	50
2023.07.25	34.5109	34.6030	34.3675	34.4409	11751	0	30
2023.07.26	34.4349	34.5430	34.1399	34.1869	12991	0	50
2023.07.27	34.1859	34.4920	33.9755	34.4489	13990	0	50
2023.07.28	34.4489	34.5670	34.1869	34.2430	17163	0	50
2023.07.31	34.1565	34.3120	34.0875	34.2450	15616	0	30
2023.08.01	34.2000	34.4300	34.0055	34.1895	9651	0	40
2023.08.02	34.2790	34.5230	34.1835	34.4675	12449	0	50
2023.08.03	34.4680	34.6960	34.3625	34.6075	14008	0	30
2023.08.04	34.6140	34.8070	34.3895	34.6120	14023	0	30
2023.08.07	34.5900	34.8920	34.5275	34.8149	11311	0	50
2023.08.08	34.8129	35.0640	34.7255	35.0159	11456	0	30
2023.08.09	35.0079	35.0910	34.7405	35.0619	11645	0	22
2023.08.10	35.0579	35.1530	34.8670	35.1069	13650	0	50
2023.08.11	35.1079	35.1890	35.0170	35.1400	11651	0	30
2023.08.14	35.0775	35.3320	34.8675	35.2279	10428	0	12
2023.08.15	35.2239	35.4490	35.1035	35.3429	14503	0	30
2023.08.16	35.3399	35.5030	35.2565	35.4749	12873	0	30
2023.08.17	35.4779	35.5940	35.3480	35.4679	14503	0	50
2023.08.18	35.4779	35.5190	35.3260	35.4060	12295	0	30
2023.08.21	35.3575	35.4240	35.1000	35.1919	13167	0	42
2023.08.22	35.1889	35.2030	34.9120	34.9869	12672	0	32
2023.08.23	34.9909	35.1220	34.8660	34.9309	12990	0	30
2023.08.24	34.9259	35.0309	34.8300	34.9769	12104	0	50
2023.08.25	34.9649	35.1920	34.8975	35.1330	13358	0	50
2023.08.28	35.0840	35.2910	35.0410	35.2179	10617	0	50
2023.08.29	35.2099	35.2620	34.9575	34.9979	12363	0	50
2023.08.30	34.9949	35.1270	34.9315	35.0149	11697	0	50
2023.08.31	35.0199	35.0520	34.7865	35.0119	11190	0	30
2023.09.01	35.0059	35.1470	34.8920	35.1290	13912	0	30
2023.09.04	35.0670	35.2570	34.9905	35.2420	8528	0	42
2023.09.05	35.2450	35.4900	35.1529	35.4480	11173	0	30
2023.09.06	35.4420	35.5980	35.3815	35.5160	10043	0	50
2023.09.07	35.5150	35.6560	35.3485	35.6025	9036	0	50
2023.09.08	35.6190	35.6480	35.4560	35.6190	9515	0	50
2023.09.11	35.5130	35.6090	35.4075	35.4980	11137	0	50
2023.09.12	35.4980	35.7360	35.4065	35.5385	8697	0	30
2023.09.13	35.5700	35.8110	35.5315	35.6275	11517	0	30
2023.09.14	35.7090	35.8270	35.6320	35.7225	11694	0	30
2023.09.15	35.7570	35.8370	35.6560	35.7320	10441	0	50
2023.09.18	35.5815	35.7570	35.5815	35.6599	9259	0	50
2023.09.19	35.6580	36.0720	35.5235	36.0350	8479	0	40
2023.09.20	36.0175	36.3350	35.8470	36.1380	10681	0	30
2023.09.21	36.1380	36.3110	36.0305	36.0585	13521	0	30
2023.09.22	36.0860	36.2430	35.8935	36.0010	11375	0	30
2023.09.25	35.9015	36.2040	35.8975	36.1890	9258	0	50
2023.09.26	36.1860	36.4860	36.1409	36.3175	10457	0	50
2023.09.27	36.3670	36.7500	36.2805	36.5985	10801	0	50
2023.09.28	36.6330	36.8270	36.4985	36.5015	11537	0	50
2023.09.29	36.5420	36.6430	36.3855	36.5780	14069	0	30
2023.10.02	36.4975	36.9860	36.4110	36.9200	29501	0	20
2023.10.03	36.9300	37.1530	36.8890	37.0180	34954	0	30
2023.10.04	37.0560	37.2310	36.8400	36.8630	34365	0	40
2023.10.05	36.8900	37.0800	36.7500	36.9060	37648	0	10
2023.10.06	36.9060	37.1920	36.8200	36.8720	35194	0	10
2023.10.09	36.9690	37.1340	36.9100	36.9190	27021	0	30
2023.10.10	36.9460	36.9900	36.5300	36.5800	33612	0	10
2023.10.11	36.5700	36.6200	36.2700	36.3920	33382	0	40
2023.10.12	36.4000	36.5600	36.0130	36.3490	30928	0	0
2023.10.13	36.3800	36.5420	36.1200	36.2560	27603	0	30
2023.10.16	36.1980	36.3880	36.1070	36.2090	26232	0	20
2023.10.17	36.2300	36.4820	36.1809	36.2820	31546	0	30
2023.10.18	36.2820	36.4210	36.2100	36.3420	30582	0	0
2023.10.19	36.3600	36.5070	36.3200	36.3380	35197	0	20
2023.10.20	36.4000	36.5660	36.3400	36.4580	30393	0	30
2023.10.23	36.4630	36.6230	36.2500	36.2500	19607	0	30
2023.10.24	36.2900	36.3200	36.0700	36.1190	27145	0	20
2023.10.25	36.1800	36.2360	36.0300	36.1790	23485	0	10
2023.10.26	36.2160	36.3860	36.1790	36.2210	26678	0	20
2023.10.27	36.2530	36.2800	36.0870	36.0980	23186	0	20
2023.10.30	35.9910	36.2290	35.8300	35.9000	27410	0	30
2023.10.31	35.8870	36.2290	35.8300	36.0570	29625	0	10
2023.11.01	36.0570	36.3340	36.0130	36.1330	29552	0	20
2023.11.02	36.1330	36.2290	35.8200	35.9070	34131	0	20
2023.11.03	35.9070	36.2290	35.3500	35.4300	28437	0	0
2023.11.06	35.3275	36.2290	35.3030	35.4900	33067	0	20
2023.11.07	35.3555	36.2290	35.3555	35.4930	33294	0	20
2023.11.08	35.5075	36.2290	35.4100	35.4580	42311	0	30
2023.11.09	35.5200	36.2290	35.3700	35.6910	36702	0	20
2023.11.10	35.7130	36.2290	35.5310	36.0100	29651	0	0
2023.11.13	35.9275	36.2290	35.7220	35.9190	36373	0	10
2023.11.14	35.9360	36.2290	35.4400	35.4910	36732	0	20
2023.11.15	35.4910	36.2290	35.3760	35.4730	35058	0	30
2023.11.16	35.5370	36.2290	35.0800	35.1590	34378	0	20
2023.11.17	35.1960	36.2290	34.9500	36.2290	32770	0	10
2023.11.20	35.0220	36.2290	34.8600	35.1300	29461	0	10
2023.11.21	35.1880	36.2290	34.9260	35.1080	34812	0	10
2023.11.22	35.0870	36.2290	34.8890	35.1760	45118	0	20
2023.11.23	35.2075	36.2290	35.1400	35.2240	25036	0	20
2023.11.24	35.2600	36.2290	35.1300	35.2600	24702	0	0
2023.11.27	35.3080	36.2290	35.0070	35.0100	30186	0	30
2023.11.28	35.0290	36.2290	34.6500	34.6630	37044	0	20
2023.11.29	34.7230	36.2290	34.5300	34.8000	46296	0	20
2023.11.30	34.8110	36.2290	34.6500	35.2230	45972	0	0
2023.12.01	35.0900	36.2290	34.7900	34.8690	37163	0	20
2023.12.04	34.8225	36.2290	34.6600	35.1580	35508	0	20
2023.12.05	35.2240	36.2290	34.8350	35.1290	44470	0	40
2023.12.06	35.2120	36.2290	34.9900	35.1050	35453	0	20
2023.12.07	35.1230	36.2290	35.0090	35.1030	34432	0	20
2023.12.08	35.1300	36.2290	34.9370	35.5100	37605	0	20
2023.12.11	35.4730	35.7930	35.4250	35.6570	26877	0	10
2023.12.12	35.6900	35.7700	35.3150	35.6710	31440	0	20
2023.12.13	35.6880	35.8350	35.2400	35.2490	34681	0	20
2023.12.14	35.2600	35.3500	34.7600	34.8370	50214	0	30
2023.12.15	34.8420	35.0060	34.5430	34.8620	41401	0	30
2023.12.18	34.7850	35.0310	34.5950	34.9110	20186	0	20
2023.12.19	34.9610	35.0220	34.7280	34.7400	33667	0	30
2023.12.20	34.7930	34.9930	34.3420	34.9190	36480	0	0
2023.12.21	34.9430	35.0010	34.5780	34.6780	40601	0	40
2023.12.22	34.7775	34.9450	34.4100	34.6010	35175	0	10
2023.12.25	34.4910	34.9450	34.3940	34.3940	17	0	250
2023.12.26	34.5090	34.9450	34.3140	34.5100	22763	0	40
2023.12.27	34.5410	34.9450	34.0840	34.2510	39796	0	20
2023.12.28	34.2775	34.9450	34.0500	34.1990	43585	0	40
2023.12.29	34.2380	34.9450	34.1100	34.4060	24008	0	50
2024.01.02	34.2940	34.9450	34.0800	34.2210	49364	0	0
2024.01.03	34.2110	34.9450	34.1610	34.4800	48444	0	10
2024.01.04	34.4580	34.9450	34.3700	34.4690	40573	0	20
2024.01.05	34.4760	34.9450	34.4000	34.6980	40365	0	30
2024.01.08	34.9425	35.0930	34.4820	34.7810	22743	0	0
2024.01.09	34.8980	35.0070	34.7800	34.8660	29296	0	20
2024.01.10	34.9280	35.1990	34.8450	35.0500	32256	0	50
2024.01.11	35.0270	35.2270	34.8800	35.0210	40870	0	20
2024.01.12	35.0430	35.1470	34.8200	34.9690	37349	0	40
2024.01.15	34.8940	35.0100	34.7300	34.9320	26659	0	30
2024.01.16	34.9240	35.4480	34.8750	35.3510	55929	0	10
2024.01.17	35.3875	35.7000	34.9450	35.5000	63381	0	20
2024.01.18	35.5760	35.6810	34.9450	35.5500	54282	0	10
2024.01.19	35.5600	35.6010	34.9450	35.5260	43502	0	0
2024.01.22	35.4875	35.6720	34.9450	35.5800	37232	0	30
2024.01.23	35.5770	35.7580	34.9450	35.6680	47729	0	0
2024.01.24	35.6800	35.8810	34.9450	35.6470	48032	0	30
2024.01.25	35.7080	35.8030	34.9450	35.7050	46105	0	20
2024.01.26	35.7360	35.7750	34.9450	35.6000	39597	0	40
2024.01.29	35.6275	35.6700	34.9450	35.3720	30353	0	20
2024.01.30	35.4250	35.4470	34.9450	35.3180	29605	0	20
2024.01.31	35.3630	35.6040	34.9450	35.4930	55474	0	20
2024.02.01	35.5340	35.5980	34.9450	35.3200	51472	0	10
2024.02.02	35.2875	35.5810	35.1000	35.5710	46432	0	30
2024.02.05	35.4980	35.8660	35.4700	35.7390	42634	0	30
2024.02.06	35.7770	35.8060	35.4600	35.5100	29137	0	20
2024.02.07	35.5490	35.6490	35.2710	35.5670	33685	0	0
2024.02.08	35.5930	35.9310	35.5300	35.8300	40634	0	30
2024.02.09	35.8330	35.9790	35.6800	35.9280	31871	0	20
2024.02.12	35.8780	35.9530	35.8100	35.8440	25293	0	30
2024.02.13	35.8710	36.0820	35.6200	36.0090	32709	0	30
2024.02.14	36.0380	36.2010	35.9790	36.0500	38383	0	30
2024.02.15	36.0930	36.1920	36.0020	36.0020	33373	0	20
2024.02.16	36.0340	36.1620	35.9400	35.9850	33894	0	20
2024.02.19	35.9640	36.0790	35.8700	35.9660	31378	0	20
2024.02.20	36.0240	36.1880	35.9180	35.9210	35549	0	20
2024.02.21	35.9775	36.0700	35.7500	35.8220	38438	0	20
2024.02.22	35.8730	35.9710	35.6800	35.9100	36733	0	20
2024.02.23	35.9175	36.1290	35.8500	35.9320	33898	0	30
2024.02.26	35.9030	36.0170	35.7440	35.8480	21135	0	20
2024.02.27	35.8490	35.9630	35.7500	35.8320	30403	0	30
2024.02.28	35.8675	36.0830	35.7900	35.9400	31913	0	30
2024.02.29	35.9375	36.0360	35.7600	35.8600	30237	0	20
2024.03.01	35.8710	36.0010	35.7790	35.8200	31691	0	30
2024.03.04	35.7475	35.8620	35.7000	35.7000	28629	0	20
2024.03.05	35.7260	35.8730	35.6850	35.7770	31933	0	20
2024.03.06	35.8080	35.8640	35.5400	35.5950	34773	0	10
2024.03.07	35.5875	35.6520	35.4600	35.5300	29543	0	10
2024.03.08	35.4975	35.5770	35.2880	35.3420	32402	0	30
2024.03.11	35.3690	35.4910	35.3200	35.3830	24204	0	30
2024.03.12	35.4110	35.7890	35.3770	35.6950	40015	0	20
2024.03.13	35.6950	35.7650	35.3940	35.5650	25960	0	20
2024.03.14	35.5650	35.8140	35.3840	35.7150	29472	0	20
2024.03.15	35.7580	35.9210	35.6940	35.8890	29794	0	20
2024.03.18	35.8600	36.0020	35.8400	35.9230	21640	0	20
